userIncorrect,answer3Script,answer1Audio,answer1,answer3,answer2,testDate,isAnswered,testType,id,levelName,directionsAudio,answer3Audio,multiItemID,section,isCorrect,question,userCorrect,questionScript,multiItemQIDs,answer4,test,typeName,questionAudio,type,questionNumber,typeID,levelNumber,multiItem,testNumber,itemAudio,itemScript,correctAnswer,key,answer1Script,directions,sectionNumber,answer4Audio,isMultiItem,answer4Script,level,createdDateTime,sectionName,item,points,answer2Script,userAnswering,answer2Audio
2,,,맞다,받다,잡다,2011-04-17T00:00:00,True,international,54039,Intermediate,,,,31002,False,"(4점)
<div class=""boxedpart"">
<div>멀리서 날아오는 공을 손으로 ( ).</div>
<div>처음 시합에 나온 선수가 가장 좋은 점수를 ( ).</div>
<div>식당에 자리가 없어서 더 이상 손님을 ( ) 수 없다.</div>
</div>",3,,,얻다,22003,INTER 10-11 common verb,,53048,10,53048,2,,22,,,3,54039,,※ [10~11] 다음 ( )에 공통적으로 들어갈 동사를 고르십시오.,1,,False,,54037,2011-07-21T17:02:51,Vocabulary and Grammar,,4,,,
,,,땄던데요,딸까 해요,땄기는요,2011-04-17T00:00:00,True,international,54040,Intermediate,,,,31002,True,"(4점)
<div class=""dialogue"">가: 미나 씨가 요리사 자격증을 ( ).</div>
<div class=""dialogue"">나 : 그래요? 그렇게 열심히 준비하더니 드디어 합격했군요.</div>",1,,,따려나 봐요,22003,INTER 14-18 word in dialogue,,53050,15,53050,2,,22,,,1,54040,,※ [14~18] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,54037,2011-07-21T17:42:46,Vocabulary and Grammar,,4,,True,
,,,헬멧 없이 오토바이를 타면 크게 <u>다치기 십상이다</u>.,오늘이 벌써 12월 말이니 올해도 다 <u>지나간 셈이다</u>.,급하게 서두르다 보면 누구나 실수를 <u>하는 척했다</u>.,2011-04-17T00:00:00,True,international,54041,Intermediate,,,,31002,True,(3점),2,,,공항에서 하마터면 다른 사람과 가방이 <u>바뀔 뻔했다</u>.,22003,INTER 19-23 choose wrong,,57040,23,57040,2,,22,,,2,54041,,※ [19~23] 다음 밑줄 친 부분이 <u>틀린</u> 것을 고르십시오.,1,,False,,54037,2011-07-21T18:08:57,Vocabulary and Grammar,,3,,True,
,,,사진은 찍을수록 어려워서,사진은 일단 배워 두기만 하면,아무리 열심히 배운다고 해도,2011-04-17T00:00:00,True,international,54043,Intermediate,,,,32007,True,"<div class=""dialogue"">가: 정식으로 배운 적도 없다면서 어쩌면 그렇게 사진을 잘 찍어?</div>
<div class=""dialogue"">나 : ________________________ 실력이 조금씩 좋아진 것 같아.</div>",4,,,재미 삼아 이것저것 찍다 보니,22003,INTER 31-34 complete sentence,,50052,34,50052,2,,22,,,4,54043,,※ [31~34] 빈칸에 가장 알맞은 것을 고르십시오. (각 4점),2,,False,,54037,2011-07-21T19:25:06,Writing,,4,,True,
1,,,또 이런 일이 있겠지요,자주 겪는 일이 아니지요,어제 오늘 일도 아닌데요,2011-04-17T00:00:00,True,international,54045,Intermediate,,,,32007,False,"<div class=""dialogue"">가: 민수 씨가 또 늦네요. 도대체 왜 이러는지 모르겠어요.</div>
<div class=""dialogue"">나: <u>늘 그랬잖아요</u>. 조금만 더 기다려 봅시다.</div>",2,,,제대로 된 적이 없으니까요,22003,INTER 35-36 switch sentence part,,49052,35,49052,2,,22,,,2,54045,,※ [35~36] 밑줄 친 부분을 같은 의미로 바꾸어 쓴 것을 고르십시오. (각 4점),2,,False,,54037,2011-07-21T19:27:37,Writing,,4,,True,
,,,①,③,②,2011-04-17T00:00:00,True,international,54047,Intermediate,,,,32007,True,"<div class=""center""><img src=""/topik/t22-l2-p2b-q37.png"" /></div>
<div class=""boxedpart""><p class=""indent"">
안산시에서는 ‘세계 음식 문화 축제’를 개최합니다. ①<u>‘세계 음식 문화
축제’는 5월 13일부터 이틀간 안산 시청 앞 광장에서 진행될 예정입니다</u>.
이번 축제에는 ②<u>세계 각국의 음식 맛보기와 음식 만들기 등 시민들이
참여할 수 있는 다양한 행사가 마련되어 있습니다</u>. ③<u>둘째 날 실시하는
요리 대회에서는 대회 입상자를 포함한 참가자 전원에게 고급 주방 용품이
주어집니다</u>. ④<u>대회 참가 신청은 홈페이지를 통해 하실 수 있으며 4월 30일
까지 신청한 분에 한해 참가하실 수 있습니다</u>. 많은 관심 부탁드립니다.
</p></div>",3,,,④,22003,INTER 37-38 choose wrong,,56052,37,56052,2,,22,,,3,54047,,※ [37~38] 다음의 내용과 <u>다른</u> 것을 고르십시오. (각 4점),2,,False,,54037,2011-07-21T19:32:54,Writing,,4,,True,
,,,"<img src=""/topik/t22-l2-p3b-q01-1.png"" />","<img src=""/topik/t22-l2-p3b-q01-3.png"" />","<img src=""/topik/t22-l2-p3b-q01-2.png"" />",2011-04-17T00:00:00,True,international,54053,Intermediate,t22-l2-p3b-q01-d,,,36001,True,,3,"<div class=""dialogue"">여자: 이 방은 창문도 크고 아주 좋네요.</div>
<div class=""dialogue"">남자: 마음에 드세요? 가구도 다 있어서 아주 편할 거예요.</div>
<div class=""dialogue"">여자: 네. 그럼 이 방으로 할게요.</div>",,"<img src=""/topik/t22-l2-p3b-q01-4.png"" />",22003,INTERLIST 1-2 choose pic,t22-l2-p3b-q01,53069,1,53069,2,,22,,,3,54053,,※ [1~2] 다음을 듣고 알맞은 그림을 고르십시오. (각 3점),3,,False,,54037,2011-07-26T17:00:44,Listening,,3,,True,
,,,오래간만에 여행 좀 갈까 해요.,볼일이 있어서 외국에 좀 다녀왔어요.,무슨 일이든지 다 괜찮을 것 같아요.,2011-04-17T00:00:00,True,international,54054,Intermediate,t22-l2-p3b-q03-d,,,36001,True,(3점),3,"<div class=""dialogue"">여자: 오래간만에요. 그동안 잘 지냈어요?</div>
<div class=""dialogue"">남자: 네. 이게 얼마 만이에요? 
요즘 안 보여서 무슨 일이 있는 줄 알았어요.</div>
<div class=""dialogue"">여자: _____________________________</div>",,방학 동안 친구 집에서 지낼 생각이에요.,22003,INTERLIST 3-6 connect convo,t22-l2-p3b-q05,51050,5,51050,2,,22,,,3,54054,,※ [3~6] 다음 대화를 잘 듣고 이어질 수 있는 말을 고르십시오.,3,,False,,54037,2011-07-26T17:23:01,Listening,,3,,True,
2,,,화재의 규모,화재 피해에 대한 보상,화재의 발생 원인,2011-04-17T00:00:00,True,international,54056,Intermediate,t22-l2-p3b-q07-d,,,36001,False,,4,"<div class=""dialogue"">
남자: 어제 저녁 인주시 의류 시장에서 발생한 화재 관련 소식 전해 드리겠습니다. 
이번 사고는 인명 피해는 없었으나 화재의 규모에 비해 재산 피해가 컸는데요. 
경찰 조사에 따르면 매장마다 불에 잘 타는 소재의 옷들이 많이 쌓여 있었기 때문이라고 
합니다. 또한 화재 신고를 받은 소방관들이 바로 출동을 했으나 시장 골목이 좁아 
현장 접근이 어려웠던 것으로 밝혀졌습니다. KBC 뉴스 김민수입니다.</div>",,화재 피해가 커진 이유,22003,INTERLIST 7-10 topic,t22-l2-p3b-q10,53071,10,53071,2,,22,,,4,54056,,※ [7~10] 다음은 무엇에 대한 내용인지 맞는 것을 고르십시오. (각 3점),3,,False,,54037,2011-07-26T17:35:50,Listening,,3,,,
3,,,북극은 얼음으로 덮여 있는 대륙이다.,남극과 북극의 얼음산 모양은 비슷하다.,남극은 바다 위에 떠 있는 얼음 섬이다.,2011-04-17T00:00:00,True,international,54057,Intermediate,t22-l2-p3b-q11-d,,,36001,False,,4,"<div class=""dialogue"">
남자: 남극과 북극은 어떻게 다를까요? 
남극은 아주 두꺼운 얼음으로 덮인 큰 대륙입니다. 
그렇지만 북극은 바다 위에 떠 있는 얼음 덩어리죠. 
남극과 북극은 얼음산의 모양도 조금 다른데요. 
북극이 훨씬 뾰족뾰족합니다. 
남극과 북극은 추운 건 마찬가지지면 북극이 남극보다 덜 춥습니다. 
바닷물로 둘러싸여 있기 때문이죠.</div>",,북극은 바닷물 때문에 남극보다 춥지 않다.,22003,INTERLIST 11-13 match content,t22-l2-p3b-q13,64005,13,64005,2,,22,,,4,54057,,※ [11~13] 다음을 듣고 내용과 일치하는 것을 고르십시오. (각 4점),3,,False,,54037,2011-07-26T17:54:16,Listening,,4,,True,
4,,,혼자 지내는 것도 좋은 점이 있다.,자기만의 시간을 가지는 것이 필요하다.,외롭고 힘들 때는 가족이 필요하다.,2011-04-17T00:00:00,True,international,54058,Intermediate,t22-l2-p3b-q14-d,,,36001,False,(4점),1,"<div class=""dialogue"">남자: 유학 온 지 벌써 1년이나 됐지요? 
가족들과 떨어져 사는 거 힘들지 않아요?</div>
<div class=""dialogue"">여자: 네. 처음에는 많이 외롭고 힘들었죠. 
그렇지만 지내다 보니까 좋은 것도 꽤 있어요. 
나만의 시간을 보낼 수도 있고, 하고 싶은 걸 마음대로 할 수도 있고요.</div>",,유학 생활에서 배울 수 있는 것이 많다.,22003,INTERLIST 14-17 girl thought,t22-l2-p3b-q14,50067,14,50067,2,,22,,,1,54058,,※ [14~17] 다음 대화를 듣고 여자가 어떤 생각을 하고 있는지 맞는 것을 고르십시오.,3,,False,,54037,2011-07-26T17:57:25,Listening,,4,,,
,,,사람들에게 우주여행을 권하고 있다.,우주여행의 미래에 대해 전망하고 있다.,한국 최초의 우주인을 소개하고 있다.,2011-04-17T00:00:00,True,international,54060,Intermediate,t22-l2-p3b-q23-d,,57060,36001,True,여자는 무엇을 하고 있는지 고르십시오.,3,,"[54060L, 53075L]",우주 엘리베이터의 원리를 설명하고 있다.,22003,INTERLIST 23-24,,56063,23,56063,2,57060,22,t22-l2-p3b-q23-i,"<div class=""dialogue"">남자: 한국 최초의 우주인이 나오면서 우주여행에 대한 
사람들의 관심이 높아지고 있는데요. 
박사님, 어떻게 생각하십니까?</div>
<div class=""dialogue"">여자: 지금도 기술적으로는 우주여행이 가능하지요. 
벌써 우주여행 상품까지 등장했습니다. 
그렇지만 비용 문제로 아직까지 일반인들에게는 우주여행이 꿈같은 얘기입니다. 
하지만 머지않아 누구나 우주여행을 갈 수 있는 날이 올 겁니다. 
현재 지구와 우주를 연결하는 우주 엘리베이터 개발이 이루어지고 있는데요. 
이것이 현실화되면 우주선을 발사하지 않아도 되기 때문에 여행에 드는 비용이 크게 줄어듭니다.
</div>",3,54060,,※ [23~24] 다음 내용을 듣고 물음에 답하십시오. (각 3점),3,,True,,54037,2011-07-26T18:39:56,Listening,,3,,,
,,,나오는 길에,나오는 데다가,나오는 대로,2011-04-17T00:00:00,True,international,55045,Intermediate,,,,31002,True,"(3점)
<div class=""dialogue"">가: 그 작가가 쓴 책이 곧 나온대요.</div>
<div class=""dialogue"">나: 네, 저도 들었어요. 책이 ( ) 꼭 사 볼 거예요.</div>",2,,,나오는 대신에,22003,INTER 14-18 word in dialogue,,53050,16,53050,2,,22,,,2,55045,,※ [14~18] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,54037,2011-07-21T17:44:15,Vocabulary and Grammar,,3,,True,
,,,그는 사전이 왜 <u>필요하다고 했다</u>.,친구는 졸업 후에도 연락하며 <u>지내자고 했다</u>.,소포는 3일 후에 <u>도착할 거라고 했다</u>.,2011-04-17T00:00:00,True,international,55046,Intermediate,,,,31002,True,(4점),1,,,병원에서 식사를 한 후에 약을 <u>먹으라고 했다</u>.,22003,INTER 19-23 choose wrong,,57040,19,57040,2,,22,,,1,55046,,※ [19~23] 다음 밑줄 친 부분이 <u>틀린</u> 것을 고르십시오.,1,,False,,54037,2011-07-21T17:49:52,Vocabulary and Grammar,,4,,True,
,,,당연히,분명히,의외로,2011-04-17T00:00:00,True,international,55048,Intermediate,,,51040,31002,True,㉠에 알맞은 것을 고르십시오.,2,,"[55048L, 49050L]",수시로,22003,INTER 27-28 read dialogue,,51039,27,51039,2,51040,22,,,2,55048,,※ [27~28] 다음을 읽고 물음에 답하십시오. (각 3점),1,,True,,54037,2011-07-21T18:20:06,Vocabulary and Grammar,"<div class=""dialogue"">가: 어제 처음으로 봉사 활동 갔다 왔는데 힘들지 않았어요?</div>
<div class=""dialogue"">나: 가기 전에는 힘들 것 같아서 걱정했는데 ( ㉠ ) 힘들지도 않고 
보람도 컸어요.</div>
<div class=""dialogue"">가 : 힘들지 않았다니 다행이네요. 그런데 주로 무슨 일을 했어요?</div>
<div class=""dialogue"">나: 할머니들께서 몸이 불편하셔서 큰 빨래를 못 ( ㉡ ) 하루 종일 
빨래를 해 드렸어요.</div>",3,,True,
,,,겉 다르고 속 다르다,말 한마디로 천 냥 빚 갚는다,배보다 배꼽이 더 크다,2011-04-17T00:00:00,True,international,55050,Intermediate,,,50049,31002,True,㉡에 알맞은 것을 고르십시오.,2,,"[49051L, 55050L]",보기 좋은 떡이 먹기에도 좋다,22003,INTER 29-30 read passage,,56050,30,56050,2,50049,22,,,2,55050,,※ [29~30] 다음을 읽고 물음에 답하십시오. (각 3점),1,,True,,54037,2011-07-21T18:24:58,Vocabulary and Grammar,"<p class=""indent"">
포장이 예쁠수록 받는 사람의 기쁨도 배가 될 거라는 ( ㉠ ) 선물 
포장이 점점 화려해지고 있다. 하지만 포장이 너무 화려해질 경우 선물 
자체의 비용보다 포장 비용이 더 많이 들 수도 있다. 그야말로 ‘( ㉡ )’
고 할 수 있다. 따라서 포장에 필요 이상으로 비용을 들일 필요는 없다.
</p>",3,,True,
,,,무슨 운동이든 꾸준히 하겠다.,아플 때는 운동을 하지 말고 쉬어야 한다.,몸에 맞지 않는 운동은 하지 않겠다.,2011-04-17T00:00:00,True,international,55069,Intermediate,t22-l2-p3b-q14-d,,,36001,True,(4점),2,"<div class=""dialogue"">남자: 나 요즘 등산 다니는 서 알지? 
너도 특별히 하는 운동 없으면 같이 다니자. 
건강을 위해서 말이야.</div>
<div class=""dialogue"">여자: 글쎄. 
난 지난번에 달리기가 좋다는 말을 듣고 시작했다가 무릎이 아파서 그만됐거든. 
등산이 다른 사람한테는 몰라도 나한테는 안 맞을 수도 있어. 
난 안 할래.</div>",,운동을 할 때는 다치지 않게 조심해야 한다.,22003,INTERLIST 14-17 girl thought,t22-l2-p3b-q15,50067,15,50067,2,,22,,,2,55069,,※ [14~17] 다음 대화를 듣고 여자가 어떤 생각을 하고 있는지 맞는 것을 고르십시오.,3,,False,,54037,2011-07-26T17:59:42,Listening,,4,,True,
,,,지갑을 찾는 광고를 만들어 붙인다.,지갑을 떨어뜨린 장소에 가서 찾아본다.,가방 안을 다시 한번 꼼꼼히 살펴본다.,2011-04-17T00:00:00,True,international,55070,Intermediate,t22-l2-p3b-q18-d,,,36001,True,(3점),4,"<div class=""dialogue"">남자: 수미 씨, 혹시 여기에서 지갑 못 뵀어요?</div>
<div class=""dialogue"">여자: 못 봤는데요. 왜요, 지갑이 없어요?</div>
<div class=""dialogue"">남자: 아침까지는 가방에 분명히 있었는데 지금 보니까 없어요.</div>
<div class=""dialogue"">여자: 어디에 떨어뜨린 거 아니에요? 잘 생각해 보세요.</div>
<div class=""dialogue"">남자: 오늘은 지갑을 꺼낸 적도 없는 걸요. 어떡하죠?</div>
<div class=""dialogue"">여자: 1층에 있는 분실물 센터에는 가 봤어요?</div>
<div class=""dialogue"">남자: 아, 맞다. 그 생각을 못 했네요. 얼른 가 봐야겠어요.</div>
<div class=""dialogue"">여자: 빨리 가 보세요. 거기에도 없으면 그때는 광고를 써 붙여요.</div>",,분실물 센터에 가서 지갑이 있는지 확인한다.,22003,INTERLIST 18-20 boy action,t22-l2-p3b-q18,56060,18,56060,2,,22,,,4,55070,,※ [18~20] 다음 대화를 듣고 남자가 할 행동으로 알맞은 것을 고르십시오.,3,,False,,54037,2011-07-26T18:07:23,Listening,,3,,True,
4,,,자료를 제시하며 반박하고 있다.,발생한 문제에 대한 책임을 묻고 있다.,사례를 들며 문제를 제기하고 있다.,2011-04-17T00:00:00,True,international,55073,Intermediate,t22-l2-p3b-q27-d,,51059,36001,False,여자의 생각이나 태도로 맞는 것을 고르십시오.,2,,"[57061L, 55073L]",논리적 근거를 들어 상대방을 설득하고 있다.,22003,INTERLIST 27-28,,51058,28,51058,2,51059,22,t22-l2-p3b-q27-i,"<div class=""dialogue"">남자: (실무 관계자의 공적인 느낌이 들게) 
아시다시피 이번에 우리 인주시에서는 이 지역 일대의 벽에 아름다운 그림을 그려 벽화 마을을 
만드는 사업을 추진 중입니다. 
주거 환경도 개선되고, 사람들이 구경을 많이 오게 되면 지역 경제도 살릴 수 있을 겁니다.</div>
<div class=""dialogue"">여자: 네. 
우리 지역이 발전할 수 있게 된다니 주민의 한 사람으로 반가운 소식입니다. 
그런데 방송에 나와서 유명해진 한 벽화 마을에서는 밤낮없이 찾아오는 사람들 
때문에 결국은 벽화를 지운 거로 알고 있습니다. 
주민들의 사생활도 보호해야 되고, 소음 문제도 해결해야 하는데······. 
이런 것들에 대해 먼저 검토를 해야 되지 않겠습니까?</div>",2,55073,,※ [27~28] 다음 내용을 듣고 물음에 답하십시오. (각 3점),3,,True,,54037,2011-07-26T18:50:17,Listening,,3,,,
,,,"의료 관광, 해외에서도 인기 끌어","국내 병원, 외국인 서비스 개선해야","국내 병원, 의료 수준 크게 높아져",2011-04-17T00:00:00,,international,55075,Intermediate,t22-l2-p3b-q29-d,,53080,36001,,이 뉴스의 제목으로 가장 알맞은 것을 고르십시오. (4점),,,"[55075L, 51061L]","의료 관광, 이제는 정부가 앞장서야",22003,INTERLIST 29-30,,55074,29,55074,2,53080,22,t22-l2-p3b-q29-i,"<div class=""dialogue"">남자: 
의료 관광은 자신의 건강관리를 위해서 해외 병원을 찾는 경우를 말합니다. 
최근 한국을 찾는 관광객들 중에도 의료 관광을 목적으로 오는 사람들이 많아지고 있는데요. 
자국에서보다 수준 높은 의료 서비스를 받을 수 있기 때문입니다. 
의료 관광객은 일반 관광객들과 달리 머누는 기간이 길고 여행비도 많이 지출하는데요. 
국내 병원들과 여행 업계는 이들을 유치하기 위해 외국인 할인과 통역 서비스 등 
나름대로의 노력을 기울이고 있습니다. 
그러나 다른 나라의 경우 정부가 앞장서 의료 관광을 지원하고 있는 만큼, 
한국에서도 의료 관광의 홍보와 유치에 정부가 적극적으로 나서야 한다는 
목소리가 낲아지고 있습니다. 
KBC 뉴스 김민수입니다.</div>",4,55075,,※ [29~30] 다음 내용을 듣고 물음에 답하십시오.,3,,True,,54037,2011-07-26T18:56:23,Listening,,4,,,
,,,통계청은 기대 수명을 5년에 한 번씩 조사하였다.,어른의 경우 기대 수명보다 오래 사는 사람들이 많다.,기대 수명은 사람들이 실제로 산 나이의 평균이다.,2011-04-17T00:00:00,,international,55078,Intermediate,,,,40014,,"(4점)
<div class=""boxedpart""><p class=""indent"">
올해 태어난 아기는 몇 살까지 살 수 있을까? 통계청에서 한국인의 기대 
수명을 10년 단위로 예측한 결과, 2000년의 기대 수명은 76세, 2010년은 
81.2세, 2020년은 87.4세로 예측되었다. 2000년에 태어난 아기들은 평균 
76세까지 살 수 있다는 것이다. 그런데 기대 수명은 성인이 되기 전에 사망 
하는 아이의 경우까지 포함해 계산한 것이다. 따라서 실제로 어른이 된 
사람의 기대 수명은 예측한 것보다 훨씬 길다.
</p></div>",,,,오래 살고 싶어하는 사람들이 많아 기대 수명이 길어진다.,22003,INTERREAD 35-38 match content,,55076,38,55076,2,,22,,,3,55078,,※ [35~38] 다음을 보고 내용이 같은 것을 고르십시오.,4,,False,,54037,2011-07-26T19:17:44,Reading,,4,,,
,,,낮게 평가되는 문화재 발굴 의의,조건을 무시하는 문화재 발굴 과정,점점 줄어드는 문화재 발굴 노력,2011-04-17T00:00:00,,international,55086,Intermediate,,,53089,40014,,이 글 앞에 있었을 내용으로 가장 알맞은 것을 고르십시오.,,,"[51067L, 55086L]",아무도 찾지 않는 문화재 발굴 현장,22003,INTERREAD 59-60,,57071,60,57071,2,53089,22,,,3,55086,,※ [59~60] 다음 글을 읽고 물음에 답하십시오. (각 3점),4,,True,,54037,2011-07-26T20:02:45,Reading,"<p class=""indent"">
이러한 일이 더 이상 되풀이되어서는 안 된다. 땅에 묻혀 있던 문화재를 
파내는 발굴 작업에는 지켜야 할 조건이 많다. 정상적인 문화재 발굴에서는 
기온과 습도까지 따진다. 오랫동안 땅에서 잠들었던 문화재들은 영상 18도 
정도와 50퍼센트 가량의 습도가 유지된 환경에서 발굴이 진행되어야 
한다. 그렇지 않으면 문화재들은 깨지거나 상할 수 있다. 온도가 영하에 
머무르는 한겨울이나 습도가 높은 장마철에 문화재를 발굴하는 것은 상상도 
할 수 없는 일이다. 그런데도 우리 주변에서는 아직도 발굴이라는 이름 
아래 문화재를 상하게 하는 일이 흔하게 일어나고 있다. 소중한 문화재를 
상하게 하는 모든 일은 이제 사라져야 한다.
</p>",3,,,
,,,계기,의도,심리,2011-04-17T00:00:00,True,international,55131,Advanced,,,,31002,True,이번 공모전은 참신한 아이디어 공모를 통해 숨어 있는 인재를 찾으려는 ( )로 기획되었다.,3,,,각오,22003,ADV GRAM 1-5 3pts,,64074,2,64074,3,,22,,,3,55131,,※ [1~5] 다음 ( )에 알맞은 것을 고르십시오. (각 3점),1,,False,,82030,2011-08-03T21:07:19,Vocabulary and Grammar,,3,,True,
,,,맡긴 한편,맡기다 보면,맡긴 이상,2011-04-17T00:00:00,True,international,55132,Advanced,,,,31002,True,일단 그 사람을 믿고 ( ) 업무 진행 상황에 대한 관심과 걱정은 당분간 접어 두기로 했다. (4점),2,,,맡기건 말건,22003,ADV GRAM 6-9 fill in,,64076,7,64076,3,,22,,,2,55132,,※ [6~9] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,82030,2011-08-03T21:14:51,Vocabulary and Grammar,,4,,True,
,,,시동을 걸고,박차를 가하고,기세를 떨치고,2011-04-17T00:00:00,True,international,55135,Advanced,,,64080,31002,True,㉠과 바꾸어 쓸 때 알맞은 것을 고르십시오. (4점),3,,,무게를 더하고,22003,ADV GRAM 19-20,,79038,19,79038,3,64080,22,,,3,55135,,※ [19～20] 다음을 읽고 물음에 답하십시오.,1,,True,,82030,2011-08-03T21:49:37,Vocabulary and Grammar,"<p class=""indent"">최근 뜻있는 공학자들은 그간 자신들이 개발해 온 기술이 부유한 소수에게만 
유용한 것은 아니었나를 반성하며 소외된 계층의 삶의 질을 개선하기 
위해 적정 기술 개발에 ㉠<u>속도를 내고</u> 있다. 적정 기술이란 저개발국이나 
저소득층의 상황에 맞게 개발한 기술로서 이용자가 쉽게 ( ㉡ ) 
개발한 것이 특징이다. 예를 들어 전기나 부품이 부족해 전기 펌프가 별 
도움이 되지 않는 지역을 위해 힘을 적게 들이고도 많은 물을 끌어올릴 수 
있는 수동 펌프를 개발하는 것이다.</p>",4,,True,
2,,,천우신조,풍전등화,새옹지마,2011-04-17T00:00:00,True,international,55136,Advanced,,,50142,31002,False,㉡에 알맞은 것을 고르십시오. (3점),1,,,금상첨화,22003,ADV GRAM 21-22,,82036,22,82036,3,50142,22,,,1,55136,,※ [21～22] 다음을 읽고 물음에 답하십시오.,1,,True,,82030,2011-08-03T21:53:22,Vocabulary and Grammar,"<p class=""indent"">700미터 땅속에 매몰된 지 60여 일, ( ㉠ ) 상황에서 기적적으로 
구조된 광부들은 기쁨의 눈물을 흘렸다. 전문가들이 추정한 이들의 생존 
가능성은 2%에 불과했고 광산이 광대하고 매몰 지역마저 불명확해 구조 
작업은 사실상 무의미했다. 그러던 중 우연히 천장을 뚫고 들어온 드릴을 본 
광부가 재빨리 떨어져 있던 헝겊을 묶어 구조대에게 자신들이 살아 있음을 
알렸다. 구조 과정을 전해 들은 전문가들은 이런 일은 일어날 수 없다며 
이들이 구조된 것은 ( ㉡ )로밖에 볼 수 없다고 말했다.</p>",3,,True,
,,,지수만큼은 믿을 수 없다,지수만을 근거로 삼을 일은 아니다,지수 이상 가는 것은 찾기 어렵다,2011-04-17T00:00:00,True,international,55140,Advanced,,,,32007,True,"<div>과거와 대비한 현재의 변화 정도를 알아보려 할 때 <u>지수만 한 게 없다</u>. 
지수란 과거 특정 시점의 수량을 기준으로 삼아 현재의 상황을 객관적인 수치로 나타 
내 알려 주는 것이기 때문이다.</div>",2,,,지수라고 해서 다 같은 것은 아니다,22003,ADV WRI 35-36 4pts,,86004,35,86004,3,,22,,,2,55140,,※ [35~36] 밑줄 친 부분을 같은 의미로 바꾸어 쓴 것을 고르십시오. (각 4점),2,,False,,82030,2011-08-03T22:23:54,Writing,,4,,True,
4,,,①,③,②,2011-04-17T00:00:00,True,international,55141,Advanced,,,,32007,False,"<div>다음은 ‘굿스테이(우수 숙박 시설) 지정 신청’에 대한 공고문과 관련 기사문입니다. 
①~④ 중에서 안내문의 내용과 일치하는 것을 고르십시오.</div>
<div class=""center""><img src=""/topik/t22-l3-p2b-q37.png"" /></div>
<div class=""boxedpart""><p class=""indent"">
한국관광공사에서는 외국인 관광객 유치 및 편의 증진을 위해 우수 숙박 
업소 지정 사업을 실시한다. ①<u>우수 숙박업소로 지정받기 위해서는 관련 
법에 근거하여 제시된 조건을 구비해야 한다</u>. 정해진 기간 내 ②<u>인터넷 
및 우편으로 신청이 가능하나 관련 서류는 반드시 등기 우편을 통해 제출해야 
한다</u>. ③<u>신청한 전 업소를 대상으로 서류 및 방문 심사가 진행되며 
선정 결과는 홈페이지를 통해 안내된다</u>. 우수 숙박업소로 지정되면 문화관 
광부에서 인증하는 우수 ④<u>숙박업소 로고의 사용은 물론 시설 개선에 
필요한 비용 일체를 지원받게 된다</u>.
</p></div>",1,,,④,22003,ADV WRI 37-38,,50151,37,50151,3,,22,,,1,55141,,※ [37~38] 다음을 읽고 물음에 답하십시오. (각 4점),2,,False,,82030,2011-08-03T22:28:22,Writing,,4,,True,
,,,주목을 받기 원한다면 앞자리에 앉는 것이 좋다.,앉는 자리의 위치가 지위의 높고 낮음을 나타낸다.,자리에 앉을 때 서열을 생각하며 앉는 것은 아니다.,2011-04-17T00:00:00,,international,55146,Advanced,t22-l3-p3b-q11-d,,,36001,,(4점),,"<div class=""dialogue"">여자: 이렇게 넓은 자리에 앉을 때 보면 사람들이 주로 뒤쪽에 
앉잖아요. 
결혼식장에서도 그렇고 강연회 같은 데서도 그렇고요. 그게 서열 
의식 때문이래요. 강단이나 무대를 기준으로 해서 가까울수록 서열이 
높은 자리라고 판단하고 자신은 스스로 서열이 낮은 자리를 찾아간다는 
거지요.</div>
<div class=""dialogue"">남자: 글쎄, 그게 꼭 그 때문만은 아닌 것 같은데요. 
저만 하더라도 주목 받기 싫은 단순한 마음에 뒤에 앉을 때가 많거든요.</div>",,결혼식장이나 강연회에서는 앞자리부터 앉는 것이 예의다.,22003,ADV LIST 11-13,t22-l3-p3b-q12,53162,12,53162,3,,22,,,2,55146,,※ [11~13] 다음을 듣고 남자가 어떤 생각을 하고 있는지 맞는 것을 고르십시오.,3,,False,,82030,2011-08-05T20:23:16,Listening,,4,,,
,,,조건,상황,계획,2011-04-17T00:00:00,True,international,56040,Intermediate,,,,31002,True,배우자를 선택하는 ( )으로 가장 중요한 것은 그 사람의 성격이다. (3점),1,,,장점,22003,INTER 1-5 choose word,,49044,4,49044,2,,22,,,1,56040,,※ [1~5] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,54037,2011-07-20T22:32:44,Vocabulary and Grammar,,3,,True,
,,,여려서,둥글어서,고와서,2011-04-17T00:00:00,True,international,56043,Intermediate,,,,31002,True,손가락이 <u>굵어서</u> 맞는 반지를 찾기가 쉽지 않다. (3점),4,,,가늘어서,22003,INTER 12-13 underline opposite,,56042,12,56042,2,,22,,,4,56043,,※ [12~13] 다음 밑줄 친 부분과 의미가 반대인 것을 고르십시오.,1,,False,,54037,2011-07-21T17:15:25,Vocabulary and Grammar,,3,,,
